Access Billing Services,,,,,,,,,,,,,,,,,,,,,,,,,
CORP,6379,PETRO GREENSBURG              ,IN,IN783     ,"INDIANAPOLIS, IN              ",375,DIESEL ULTRA LOW SULFUR       ,,7/25/2012,2.1426,0.0499,0.244,0.16,0,0,0.0119,0,0.02,2.6284,2.739,-0.04,2.699,2.628,,2.859
CORP,6219,TA LAKE STATION               ,IN,IN348     ,"HAMMOND,IN                    ",365,DIESEL BIO ULTRA LS 11%       ,,5/5/2011,2.0194,0.0239,0.244,0.16,0,0,0.0119,0,0.01,2.4692,2.749,-0.1,2.649,2.469,,2.859
CORP,6244,GOASIS NEW LISBON             ,IN,IN254     ,"MUNCIE, IN                    ",457,DIESEL ULTRA LOW SULFUR       ,,11/6/2013,2.0944,0.0418,0.244,0.16,0,0,0.0119,0,0.01,2.5621,2.719,-0.06,2.659,2.562,,
CORP,6220,TA PORTER                     ,IN,IN349     ,"HAMMOND,IN                    ",365,DIESEL BIO ULTRA LS 11%       ,,5/5/2011,2.0194,0.0322,0.244,0.16,0,0,0.0119,0,0.01,2.4775,2.749,-0.1,2.649,2.478,,2.859
CORP,6250,TA PORTER SOUTH               ,IN,IN915     ,"HAMMOND,IN                    ",365,DIESEL BIO ULTRA LS 11%       ,,8/2/2012,2.0194,0.0322,0.244,0.16,0,0,0.0119,0,0.01,2.4775,2.749,-0.05,2.699,2.478,,2.859
CORP,6382,PETRO REMINGTON               ,IN,IN445     ,"HAMMOND,IN                    ",365,DIESEL BIO ULTRA LS 11%       ,,7/17/2012,2.0194,0.051,0.244,0.16,0,0,0.0119,0,0.02,2.5063,2.749,-0.04,2.709,2.506,,2.859
CORP,5014,TA SEYMOUR                    ,IN,IN170     ,"LOUISVILLE, KY                ",415,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.154,0.0263,0.244,0.16,0,0,0.0119,0,0.01,2.6062,2.799,-0.06,2.739,2.606,,2.859
CORP,5014,TA SEYMOUR                    ,IN,IN376     ,"LOUISVILLE, KY                ",415,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.154,0.0263,0.244,0.16,0,0,0.0119,0,0.01,2.6062,2.799,-0.06,2.739,2.606,,2.859
CORP,306,TA WHITESTOWN                 ,IN,IN250     ,"INDIANAPOLIS, IN              ",375,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.1426,0.0268,0.244,0.16,0,0,0.0119,0,0.01,2.5953,2.779,-0.1,2.679,2.595,,2.859
FRAN,6386,PETRO COLBY                   ,KS,KS388     ,"SCOTT CITY, KS                ",525,DIESEL ULTRA LOW SULFUR       ,,7/10/2009,2.0419,0.0532,0.244,0.26,0,0,0.0122,0,0.04,2.6513,2.839,0,2.839,2.651,,2.699
CORP,6252,TA BETO JUNCTION              ,KS,KS300     ,,,,,,,,,,,,,,,,2.859,-0.07,2.789,2.789,,2.869
FRAN,5091,TA OAKLEY                     ,KS,KS050     ,"SCOTT CITY, KS                ",525,DIESEL ULTRA LOW SULFUR       ,,5/21/2009,2.0419,0.05,0.244,0.26,0,0,0.0122,0.03,0.04,2.6781,2.849,0,2.849,2.678,,2.699
CORP,6366,PETRO SALINA                  ,KS,KS127     ,"SALINA, KS                    ",523,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.0169,0.0252,0.244,0.26,0,0,0.0122,0,0.02,2.5783,2.879,-0.04,2.839,2.578,,2.869
CORP,5072,TA FLORENCE KY                ,KY,KY025     ,"CINCINNATI, OH                ",300,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.1675,0.0258,0.244,0.232,0,0.014,0.0019,0,0.005,2.6902,3.029,-0.13,2.899,2.69,,2.859
CORP,6330,PETRO GLENDALE                ,KY,KY373     ,"LOUISVILLE, KY                ",415,DIESEL ULTRA LOW SULFUR       ,,2/18/2011,2.154,0.045,0.244,0.232,0,0.014,0.0019,0,0.02,2.7109,3.029,-0.04,2.989,2.711,,2.859
CORP,5017,TA WALTON                     ,KY,KY125     ,"CINCINNATI, OH                ",300,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.1675,0.0302,0.244,0.232,0,0.014,0.0019,0,0.005,2.6946,3.029,-0.09,2.939,2.695,,2.859
CORP,6343,PETRO EGAN                    ,LA,LA175     ,"BATON ROUGE, LA               ",600,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,1.9482,0.0398,0.244,0.2,0,0.008,0.0032,0,0.02,2.4632,2.919,-0.04,2.879,2.463,,2.879
CORP,6237,TA GREENWOOD                  ,LA,LA856     ,"SHREVEPORT, LA                ",745,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.02,0.0199,0.244,0.2,0,0.008,0.0032,0,0.01,2.5051,2.859,-0.1,2.759,2.505,,2.859
CORP,6310,PETRO HAMMOND                 ,LA,LA210     ,"NEW ORLEANS, LA               ",725,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,1.9389,0.0403,0.244,0.2,0,0.008,0.0032,0,0.02,2.4544,2.879,-0.04,2.839,2.454,,2.849
CORP,6310,PETRO HAMMOND                 ,LA,LA255     ,"NEW ORLEANS, LA               ",725,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,1.9389,0.0403,0.244,0.2,0,0.008,0.0032,0,0.02,2.4544,2.879,-0.04,2.839,2.454,,2.849
CORP,770,TA LAFAYETTE                  ,LA,LA047     ,"BATON ROUGE, LA               ",600,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,1.9482,0.048,0.244,0.2,0,0.008,0.0032,0,0.01,2.4614,2.869,-0.1,2.769,2.461,,2.859
CORP,6308,PETRO SHREVEPORT              ,LA,LA205     ,"SHREVEPORT, LA                ",745,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.02,0.0234,0.244,0.2,0,0.008,0.0032,0,0.04,2.5386,2.849,-0.04,2.809,2.539,,2.859
CORP,725,TA SLIDELL                    ,LA,LA110     ,"NEW ORLEANS, LA               ",725,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,1.9389,0.0392,0.244,0.2,0,0.008,0.0032,0,0.01,2.4433,2.919,-0.1,2.819,2.443,,2.879
CORP,785,TA TALLULAH                   ,LA,LA248     ,"VICKSBURG, MS                 ",760,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,1.9936,0.0283,0.244,0.2,0,0.008,0.0032,0,0.01,2.4871,2.879,-0.1,2.779,2.487,,2.859
CORP,6216,TA BALTIMORE                  ,MD,MD134     ,"BALTIMORE, MD                 ",22,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.2618,0.0445,0.244,0.3105,0,0,0.0038,0,0,2.8646,3.289,-0.05,3.239,2.865,,2.899
CORP,214,TA ELKTON                     ,MD,MD042     ,"PAULSBORO, NJ                 ",150,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.4894,0.0445,0.244,0.3105,0,0,0.0038,0,0,3.0922,3.289,-0.05,3.239,3.092,,2.949
CORP,5018,TA JESSUP                     ,MD,MD056     ,"BALTIMORE, MD                 ",22,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.2618,0.0341,0.244,0.3105,0,0,0.0038,0,0,2.8542,3.289,-0.05,3.239,2.854,,2.899
CORP,6242,TA BATTLE CREEK               ,MI,MI495     ,"JACKSON, MI                   ",385,DIESEL ULTRA LOW SULFUR       ,,10/3/2012,2.1085,0.0342,0.244,0.15,0.1444,0.0088,0.0019,0,0.01,2.7018,3.029,-0.05,2.979,2.702,,2.859
CORP,304,TA SAGINAW                    ,MI,MI011     ,"BAY CITY, MI                  ",260,DIESEL ULTRA LOW SULFUR       ,,2/18/2011,2.1771,0.0349,0.244,0.15,0.1486,0.0088,0.0019,0,0.01,2.7753,3.019,-0.05,2.969,2.775,,2.869
CORP,312,TA ANN ARBOR                  ,MI,MI049     ,"DETROIT, MI                   ",325,DIESEL ULTRA LOW SULFUR       ,,2/18/2011,2.1312,0.0365,0.244,0.15,0.1459,0.0088,0.0019,0,0.01,2.7283,3.059,-0.05,3.009,2.728,,2.869
CORP,5019,TA MONROE                     ,MI,MI105     ,"TOLEDO, OH                    ",550,DIESEL ULTRA LOW SULFUR       ,,2/18/2011,2.1251,0.0357,0.244,0.15,0.1455,0.0088,0.0019,0,0.01,2.721,3.119,-0.05,3.069,2.721,,2.869
CORP,384,TA SAWYER                     ,MI,MI150     ,"NILES, MI                     ",465,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0434,0.0329,0.244,0.15,0.1405,0.0088,0.0019,0,0.01,2.6315,3.049,-0.08,2.969,2.631,,2.869
CORP,6243,TA TEKONSHA                   ,MI,MI368     ,"JACKSON, MI                   ",385,DIESEL ULTRA LOW SULFUR       ,,10/3/2012,2.1085,0.0379,0.244,0.15,0.1447,0.0088,0.0019,0,0.01,2.7058,3.029,-0.05,2.979,2.706,,2.859
FRAN,6398,PETRO ALBERT LEA              ,MN,MN325     ,"Rochester, MN                 ",515,DIESEL BIO ULTRA LS 5%        ,,5/21/2009,2.0594,0.047,0.244,0.285,0,0,0.0029,0,0.04,2.6783,2.899,0,2.899,2.678,,2.799
FRAN,6389,PETRO CLEARWATER              ,MN,MN906     ,"MINNEAPOLIS, MN               ",448,DIESEL BIO ULTRA LS 5%        ,,7/10/2009,2.0425,0.0475,0.244,0.285,0,0,0.0029,0,0.06,2.6819,2.759,0,2.759,2.682,,2.899
CORP,510,TA ROGERS                     ,MN,MN011     ,"MINNEAPOLIS, MN               ",448,DIESEL BIO ULTRA LS 5%        ,,2/18/2011,2.0425,0.0573,0.244,0.285,0,0,0.0029,0,0.01,2.6417,2.819,-0.05,2.769,2.642,,2.959
CORP,5020,TA CONCORDIA                  ,MO,MO351     ,"KANSAS CITY, KS               ",400,DIESEL ULTRA LOW SULFUR       ,,2/18/2011,2.0288,0.0444,0.244,0.17,0,0.0025,0.0027,0,0.01,2.5024,2.659,-0.05,2.609,2.502,,2.869
CORP,315,TA FORISTELL                  ,MO,MO080     ,"ST. LOUIS, MO                 ",540,DIESEL BIO ULTRA LS 11%       ,,5/5/2011,2.0501,0.0532,0.244,0.17,0,0.0025,0.0024,0,-0.02,2.5022,2.689,-0.1,2.589,2.502,,2.869
FRAN,6354,PETRO JOPLIN                  ,MO,MO335     ,"CARTHAGE,MO                   ",277,DIESEL BIO ULTRA LS 5%        ,,7/10/2009,2.0297,0.0295,0.244,0.17,0,0.0025,0.0024,0.015,0.03,2.5231,2.649,0,2.649,2.523,,2.799
CORP,6318,PETRO KINGDOM CITY            ,MO,MO380     ,"ST. LOUIS, MO                 ",540,DIESEL BIO ULTRA LS 11%       ,,8/2/2012,2.0501,0.0855,0.244,0.17,0,0.0025,0.0024,0,0.02,2.5745,2.689,-0.04,2.649,2.575,,2.869
CORP,701,TA MATTHEWS                   ,MO,MO566     ,"CAPE GIRARDEAU, MO            ",275,DIESEL BIO ULTRA LS 11%       ,,5/5/2011,2.115,0.0427,0.244,0.17,0,0.0025,0.0124,0,0,2.5866,2.819,-0.07,2.749,2.587,,2.869
FRAN,5021,TA MT VERNON                  ,MO,MO314     ,"SPRINGFIELD, MO               ",535,DIESEL ULTRA LOW SULFUR       ,,5/21/2009,2.0356,0.0257,0.244,0.17,0,0.0025,0.0024,0,0.04,2.5202,2.659,0,2.659,2.52,,2.799
CORP,317,TA OAK GROVE                  ,MO,MO125     ,"KANSAS CITY, KS               ",400,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0288,0.0289,0.244,0.17,0,0.0025,0.0027,0,0,2.4769,2.679,-0.07,2.609,2.477,,2.869
FRAN,6370,PETRO OAK GROVE               ,MO,MO130     ,"KANSAS CITY, KS               ",400,DIESEL ULTRA LOW SULFUR       ,,7/10/2009,2.0288,0.0279,0.244,0.17,0,0.0025,0.0024,0,0.03,2.5056,2.639,0,2.639,2.506,,2.799
FRAN,310,TA STRAFFORD                  ,MO,MO225     ,"SPRINGFIELD, MO               ",535,DIESEL ULTRA LOW SULFUR       ,,5/21/2009,2.0356,0.0257,0.244,0.17,0,0.0025,0.0024,0,0.04,2.5202,2.639,0,2.639,2.52,,2.699
CORP,6328,PETRO JACKSON                 ,MS,MS795     ,"COLLINS,MS                    ",620,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,1.9917,0.0402,0.244,0.18,0,0,0.0059,0,0.02,2.4818,2.799,-0.04,2.759,2.482,,2.849
CORP,756,TA MERIDIAN                   ,MS,MS050     ,"MERIDIAN, MS                  ",705,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0263,0.0245,0.244,0.18,0,0,0.0059,0,0.01,2.4907,2.799,-0.08,2.719,2.491,,2.849
CORP,6256,TA MISSOULA                   ,MT,MT152     ,"MISSOULA,MT                   ",820,DIESEL ULTRA LOW SULFUR       ,,1/8/2014,2.0594,0.03,0.244,0.2775,0,0.0075,0.0019,0,0.01,2.6303,2.649,-0.05,2.599,2.599,,2.849
CORP,6221,TA CANDLER                    ,NC,NC057     ,"SPARTANBURG,SC                ",210,DIESEL BIO ULTRA LS 10%       ,,5/5/2011,2.0926,0.0554,0.244,0.375,0,0,0.0044,0,0.01,2.7814,3.079,-0.1,2.979,2.781,,2.879
FRAN,5026,PETRO KENLY                   ,NC,NC011     ,"SELMA, NC                     ",205,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.1013,0.0297,0.244,0.375,0,0,0.0044,0,0.03,2.7844,2.989,-0.03,2.959,2.784,,2.799
CORP,6329,PETRO MEBANE                  ,NC,NC712     ,"GREENSBORO, NC                ",65,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.1214,0.0389,0.244,0.375,0,0,0.0044,0,0.03,2.8137,2.979,-0.03,2.949,2.814,,2.859
CORP,6251,TA MOCKSVILLE                 ,NC,NC250     ,"CHARLOTTE, NC                 ",46,DIESEL BIO ULTRA LS 10%       ,,8/2/2012,2.074,0.04,0.244,0.375,0,0,0.0044,0,0.01,2.7474,2.85,-0.06,2.79,2.747,,2.859
CORP,5025,TA GREENSBORO                 ,NC,NC314     ,"GREENSBORO, NC                ",65,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.1214,0.025,0.244,0.375,0,0,0.0044,0,0,2.7698,2.979,-0.06,2.919,2.77,,2.859
FRAN,6361,PETRO FARGO                   ,ND,ND082     ,"FARGO, ND                     ",341,DIESEL ULTRA LOW SULFUR       ,,7/10/2009,2.0794,0.03,0.244,0.23,0,0,0.0022,0,0.07,2.6556,2.849,0,2.849,2.656,,2.799
CORP,512,TA GRAND ISLAND               ,NE,NE040     ,"DONIPHAN, NE                  ",330,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0455,0.0275,0.244,0.256,0,0,0.0049,0,0.01,2.5879,2.829,-0.06,2.769,2.588,,2.859
CORP,502,TA OGALLALA                   ,NE,NE080     ,"NORTH PLATTE, NE              ",475,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.065,0.0588,0.244,0.256,0,0,0.0049,0,0.01,2.6387,2.869,-0.06,2.809,2.639,,2.879
CORP,6362,PETRO YORK                    ,NE,NE163     ,"DONIPHAN, NE                  ",330,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.0455,0.0258,0.244,0.256,0,0,0.0049,0,0.02,2.5962,2.819,-0.04,2.779,2.596,,2.859
CORP,6211,TA GREENLAND                  ,NH,NH065     ,"BOSTON,MA                     ",34,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.439,0.0545,0.244,0.222,0,0,0.0182,0,0.01,2.9877,3.339,-0.06,3.279,2.988,,2.989
CORP,212,TA BLOOMSBURY                 ,NJ,NJ010     ,"NEWARK,NJ                     ",115,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.3597,0.0561,0.244,0.135,0,0,0.0425,0,0,2.8373,3.199,-0.1,3.099,2.837,,2.949
CORP,6314,PETRO BORDENTOWN              ,NJ,NJ115     ,"TRENTON, NJ                   ",230,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.4067,0.048,0.244,0.135,0,0,0.0425,0,0.02,2.8962,3.139,-0.04,3.099,2.896,,2.769
CORP,5022,TA COLUMBIA                   ,NJ,NJ015     ,"NEWARK,NJ                     ",115,DIESEL ULTRA LOW SULFUR       ,,2/18/2011,2.3597,0.0581,0.244,0.135,0,0,0.0425,0,0.01,2.8493,3.189,-0.05,3.139,2.849,,2.959
CORP,6218,TA PAULSBORO                  ,NJ,NJ050     ,"PAULSBORO, NJ                 ",150,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.4894,0.0313,0.244,0.135,0,0,0.0425,0,-0.01,2.9322,3.129,-0.1,3.029,2.932,,2.859
CORP,424,TA ALBUQUERQUE                ,NM,NM005     ,"ALBUQUERQUE, NM               ",580,DIESEL BIO ULTRA LS 10%       ,,5/5/2011,2.103,0.0232,0.244,0.21,0,0.0188,0.0019,0,0.01,2.6109,2.889,-0.06,2.829,2.611,,2.849
CORP,6385,PETRO DEMING                  ,NM,NM141     ,"EL PASO, TX                   ",640,DIESEL BIO ULTRA LS 10%       ,,8/3/2012,2.0484,0.0853,0.244,0.21,0,0.0188,0.0019,0,0.02,2.6284,2.909,-0.04,2.869,2.628,,2.849
CORP,5024,TA GALLUP                     ,NM,NM045     ,"ALBUQUERQUE, NM               ",580,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.103,0.0225,0.244,0.21,0,0.0188,0.0019,0,0.01,2.6102,2.919,-0.06,2.859,2.61,,2.849
CORP,5003,TA LAS CRUCES                 ,NM,NM075     ,"EL PASO, TX                   ",640,DIESEL BIO ULTRA LS 10%       ,,5/5/2011,2.0484,0.0359,0.244,0.21,0,0.0188,0.0019,0,0.01,2.569,2.879,-0.06,2.819,2.569,,2.849
CORP,6313,PETRO MILAN                   ,NM,NM039     ,"ALBUQUERQUE, NM               ",580,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.103,0.0225,0.244,0.21,0,0.0188,0.0019,0,0.02,2.6202,2.919,-0.04,2.879,2.62,,2.849
CORP,6229,TA MORIARTY                   ,NM,NM011     ,"ALBUQUERQUE, NM               ",580,DIESEL ULTRA LOW SULFUR       ,,2/18/2011,2.103,0.0311,0.244,0.21,0,0.0188,0.0019,0,0.01,2.6188,2.889,-0.05,2.839,2.619,,2.849
CORP,5004,TA SANTA ROSA                 ,NM,NM100     ,"ALBUQUERQUE, NM               ",580,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.103,0.0817,0.244,0.21,0,0.0188,0.0019,0,0.01,2.6694,2.859,-0.06,2.799,2.669,,2.849
CORP,421,TA LAS VEGAS                  ,NV,NV005     ,"LAS VEGAS, NV                 ",910,DIESEL ULTRA LOW SULFUR       ,,2/18/2011,2.1007,0.0267,0.244,0.27,0,0,0.0754,0,0.01,2.7268,2.959,-0.05,2.909,2.727,,2.849
CORP,5058,TA MILL CITY                  ,NV,NV012     ,"SPARKS/RENO, NV               ",966,DIESEL ULTRA LOW SULFUR       ,,2/18/2011,2.1297,0.0756,0.244,0.27,0,0,0.0094,0,0.01,2.7387,2.989,-0.05,2.939,2.739,,2.849
CORP,6331,PETRO NORTH LAS VEGAS         ,NV,NV258     ,"LAS VEGAS, NV                 ",910,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.1007,0.0267,0.244,0.27,0,0,0.0754,0,0.04,2.7568,2.959,-0.02,2.939,2.757,,2.849
CORP,428,TA SPARKS                     ,NV,NV017     ,"SPARKS/RENO, NV               ",966,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.1297,0.0357,0.244,0.27,0,0,0.2168,0,0,2.8962,2.939,-0.05,2.889,2.889,,2.849
CORP,428,TA SPARKS                     ,NV,NV037     ,"SPARKS/RENO, NV               ",966,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.1297,0.0357,0.244,0.27,0,0,0.2168,0,0,2.8962,2.939,-0.05,2.889,2.889,,2.849
CORP,428,TA SPARKS                     ,NV,NV229     ,"SPARKS/RENO, NV               ",966,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.1297,0.0357,0.244,0.27,0,0,0.2168,0,0,2.8962,2.939,-0.05,2.889,2.889,,2.849
CORP,6338,PETRO SPARKS                  ,NV,NV276     ,"SPARKS/RENO, NV               ",966,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.1297,0.0245,0.244,0.27,0,0,0.2168,0,0.03,2.915,2.939,-0.02,2.919,2.915,,2.849
CORP,6392,PETRO WELLS                   ,NV,NV115     ,"SALT LAKE CITY, UT            ",835,DIESEL ULTRA LOW SULFUR       ,,4/19/2013,2.0687,0.0793,0.244,0.27,0,0,0.0094,0,0.03,2.7014,2.999,-0.02,2.979,2.701,,2.849
CORP,6207,TA BINGHAMTON                 ,NY,NY025     ,"BINGHAMTON, NY                ",32,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.4035,0.0327,0.244,0.16,0.1134,0,0.1654,0,-0.01,3.109,3.479,-0.08,3.399,3.109,,2.769
CORP,102,TA PEMBROKE                   ,NY,NY018     ,"BUFFALO, NY                   ",38,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.4531,0.0346,0.244,0.16,0.1159,0,0.1654,0,0,3.173,3.469,-0.07,3.399,3.173,,2.959
CORP,6208,TA DANSVILLE                  ,NY,NY072     ,"ROCHESTER, NY                 ",190,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.5193,0.0471,0.244,0.16,0.119,0,0.1654,0,0,3.2548,3.419,-0.07,3.349,3.255,,2.949
CORP,6209,TA FULTONVILLE                ,NY,NY045     ,"ALBANY, NY                    ",12,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.4126,0.0515,0.244,0.16,0.1149,0,0.1654,0,0,3.1484,3.459,-0.07,3.389,3.148,,2.949
CORP,6210,TA MAYBROOK                   ,NY,NY078     ,"NEWBURGH, NY                  ",120,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.3948,0.0351,0.244,0.1675,0.1065,0,0.1654,0,0,3.1133,3.569,-0.07,3.499,3.113,,2.949
CORP,6371,PETRO WATERLOO                ,NY,NY514     ,"ROCHESTER, NY                 ",190,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.5193,0.0381,0.244,0.16,0,0,0.2454,0,0.02,3.2268,3.459,-0.04,3.419,3.227,,2.959
CORP,5028,TA DAYTON                     ,OH,OH067     ,"DAYTON, OH                    ",317,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.2003,0.0323,0.244,0.28,0,0,0.0162,0,0,2.7728,3.029,-0.09,2.939,2.773,,2.849
CORP,6320,PETRO GIRARD                  ,OH,OH426     ,"YOUNGSTOWN, OH                ",573,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.2122,0.0257,0.244,0.28,0,0,0.0163,0,0.04,2.8182,3.019,-0.03,2.989,2.818,,2.849
