Access Billing Services,,,,,,,,,,,,,,,,,,,,,,,,,
CORP,186,TA HEBRON                     ,OH,OH100     ,"COLUMBUS,OH                   ",315,DIESEL ULTRA LOW SULFUR       ,,2/23/2013,2.1874,0.0304,0.244,0.28,0,0,0.0161,0,-0.03,2.7279,3.029,-0.11,2.919,2.728,,2.849
CORP,187,TA JEFFERSONVILLE             ,OH,OH125     ,"COLUMBUS,OH                   ",315,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.1874,0.0363,0.244,0.28,0,0,0.0161,0,-0.02,2.7438,3.029,-0.1,2.929,2.744,,2.849
CORP,189,TA KINGSVILLE                 ,OH,OH645     ,"CLEVELAND,OH                  ",305,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.2533,0.038,0.244,0.28,0,0,0.0166,0,0.01,2.8419,3.029,-0.05,2.979,2.842,,2.849
CORP,118,TA LONDON                     ,OH,OH164     ,"COLUMBUS,OH                   ",315,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.1874,0.0289,0.244,0.28,0,0,0.0161,0,-0.03,2.7264,3.029,-0.06,2.969,2.726,,2.849
FRAN,5096,TA NAPOLEON                   ,OH,OH196     ,"TOLEDO, OH                    ",550,DIESEL ULTRA LOW SULFUR       ,,11/12/2012,2.1251,0.0299,0.244,0.28,0,0,0.0157,0,0.01,2.7047,2.919,-0.06,2.859,2.705,,2.759
FRAN,6388,PETRO NAPOLEON                ,OH,OH398     ,,,,,,,,,,,,,,,,2.959,-0.02,2.939,2.939,,2.769
CORP,6357,PETRO NEW PARIS               ,OH,OH418     ,"DAYTON, OH                    ",317,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.2003,0.0348,0.244,0.28,0,0,0.0162,0,0.03,2.8053,3.019,-0.04,2.979,2.805,,2.849
CORP,6325,PETRO NORTH BALTIMORE         ,OH,OH397     ,"TOLEDO, OH                    ",550,DIESEL ULTRA LOW SULFUR       ,,2/18/2011,2.1251,0.0328,0.244,0.28,0,0,0.0157,0,0.02,2.7176,2.949,-0.04,2.909,2.718,,2.849
CORP,104,TA NORTH CANTON               ,OH,OH266     ,"AKRON/CANTON, OH              ",249,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.167,0.0163,0.244,0.28,0,0,0.016,0,0.01,2.7333,3.029,-0.06,2.969,2.733,,2.849
CORP,6317,PETRO PERRYSBURG              ,OH,OH375     ,"TOLEDO, OH                    ",550,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.1251,0.031,0.244,0.28,0,0,0.0157,0,0.04,2.7358,3.029,-0.03,2.999,2.736,,2.849
CORP,5030,TA LODI                       ,OH,OH265     ,"CLEVELAND,OH                  ",305,DIESEL ULTRA LOW SULFUR       ,,2/18/2011,2.2533,0.034,0.244,0.28,0,0,0.0166,0,0.01,2.8378,3.029,-0.05,2.979,2.838,,2.849
CORP,178,TA TOLEDO                     ,OH,OH599     ,"TOLEDO, OH                    ",550,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.1251,0.0183,0.244,0.28,0,0,0.0157,0,0.01,2.6931,3.029,-0.06,2.969,2.693,,2.849
FRAN,5082,TA WAPAKONETA                 ,OH,OH902     ,,,,,,,,,,,,,,,,2.959,0,2.959,2.959,,2.849
CORP,120,TA YOUNGSTOWN                 ,OH,OH641     ,"YOUNGSTOWN, OH                ",573,DIESEL ULTRA LOW SULFUR       ,,4/17/2012,2.2122,0.0223,0.244,0.28,0,0,0.0163,0,0.01,2.7848,3.029,-0.06,2.969,2.785,,2.849
CORP,709,TA OKLAHOMA CITY WEST         ,OK,OK377     ,"OKLAHOMA CITY, OK             ",483,DIESEL BIO ULTRA LS 10%       ,,5/5/2011,2.0053,0.0244,0.244,0.13,0,0.01,0.0019,0,0.01,2.4256,2.669,-0.06,2.609,2.426,,2.849
CORP,5032,TA OKLAHOMA CITY EAST         ,OK,OK049     ,"OKLAHOMA CITY, OK             ",483,DIESEL BIO ULTRA LS 10%       ,,5/5/2011,2.0053,0.0244,0.244,0.13,0,0.01,0.0019,0,0.01,2.4256,2.669,-0.06,2.609,2.426,,2.849
CORP,6316,PETRO OKLAHOMA CITY           ,OK,OK240     ,"OKLAHOMA CITY, OK             ",483,DIESEL BIO ULTRA LS 10%       ,,8/2/2012,2.0053,0.0243,0.244,0.13,0,0.01,0.0019,0,0.04,2.4555,2.669,-0.03,2.639,2.456,,2.849
CORP,5074,TA SAYRE                      ,OK,OK120     ,"OKLAHOMA CITY, OK             ",483,DIESEL BIO ULTRA LS 10%       ,,5/5/2011,2.0053,0.0712,0.244,0.13,0,0.01,0.0019,0,0.01,2.4724,2.719,-0.06,2.659,2.472,,2.849
CORP,5086,TA WOODSTOCK                  ,ON,ON636     ,,,,,,,,,,,,,,,,1.209,0,1.209,1.209,,
CORP,435,TA AURORA                     ,OR,OR280     ,"PORTLAND, OR                  ",935,DIESEL BIO ULTRA LS 5%        ,,5/5/2011,2.1047,0.0427,0.244,0,0,0,0.0028,0,0.01,2.4042,2.659,-0.09,2.569,2.404,,2.999
FRAN,5033,TA COBURG                     ,OR,OR452     ,"EUGENE, OR                    ",880,DIESEL BIO ULTRA LS 5%        ,,5/21/2009,2.1228,0.0321,0.244,0,0,0,0.0028,0,0.05,2.4517,2.639,0,2.639,2.452,,2.999
CORP,6324,PETRO PHOENIX                 ,OR,OR049     ,"EUGENE, OR                    ",880,DIESEL BIO ULTRA LS 5%        ,,8/2/2012,2.1228,0.0924,0.244,0,0,0,0.0028,0,0.02,2.482,2.659,-0.04,2.619,2.482,,2.949
CORP,5060,TA TROUTDALE                  ,OR,OR075     ,"PORTLAND, OR                  ",935,DIESEL BIO ULTRA LS 5%        ,,5/5/2011,2.1047,0.0215,0.244,0,0,0,0.0028,0,0.01,2.383,2.659,-0.09,2.569,2.383,,2.949
CORP,6212,TA BLOOMSBURG                 ,PA,PA040     ,"WILLIAMSPORT, PA              ",242,DIESEL BIO ULTRA LS 2%        ,,5/5/2011,2.5097,0.039,0.244,0.642,0,0,0.0019,0,0.01,3.4466,3.529,-0.06,3.469,3.447,,2.859
FRAN,5035,TA BREEZEWOOD                 ,PA,PA082     ,ALTOONA. PA                   ,14,DIESEL BIO ULTRA LS 2%        ,,7/10/2009,2.464,0.038,0.244,0.642,0,0,0.0019,0,0.06,3.4499,3.459,0,3.459,3.45,,2.959
CORP,5036,TA BROOKVILLE                 ,PA,PA398     ,ALTOONA. PA                   ,14,DIESEL BIO ULTRA LS 2%        ,,5/5/2011,2.464,0.0607,0.244,0.642,0,0,0.0019,0,0.01,3.4226,3.569,-0.06,3.509,3.423,,2.849
CORP,6336,PETRO CARLISLE                ,PA,PA100     ,"HARRISBURG, PA                ",70,DIESEL BIO ULTRA LS 2%        ,,2/18/2011,2.4523,0.0255,0.244,0.642,0,0,0.0019,0,0.02,3.3857,3.479,-0.04,3.439,3.386,,2.849
CORP,6378,PETRO SCRANTON                ,PA,PA197     ,"SCRANTON, PA                  ",200,DIESEL BIO ULTRA LS 2%        ,,4/17/2012,2.4149,0.0365,0.244,0.642,0,0,0.0019,0,-0.01,3.3293,3.499,-0.08,3.419,3.329,,2.969
CORP,6213,TA GREENCASTLE                ,PA,PA429     ,"HARRISBURG, PA                ",70,DIESEL BIO ULTRA LS 2%        ,,5/5/2011,2.4523,0.0445,0.244,0.642,0,0,0.0019,0,-0.01,3.3747,3.249,-0.08,3.169,3.169,,2.969
CORP,6215,TA HARBORCREEK                ,PA,PA740     ,"WARREN, PA                    ",240,DIESEL BIO ULTRA LS 2%        ,,5/5/2011,2.335,0.0478,0.244,0.642,0,0,0.0019,0,0.01,3.2807,3.529,-0.06,3.469,3.281,,2.849
CORP,5037,TA HARRISBURG                 ,PA,PA138     ,"HARRISBURG, PA                ",70,DIESEL BIO ULTRA LS 2%        ,,5/5/2011,2.4523,0.0325,0.244,0.642,0,0,0.0019,0,-0.01,3.3627,3.479,-0.08,3.399,3.363,,2.849
CORP,5034,TA BARKEYVILLE                ,PA,PA025     ,"PITTSBURGH, PA                ",165,DIESEL BIO ULTRA LS 2%        ,,5/5/2011,2.4014,0.0588,0.244,0.642,0,0,0.0019,0,0.01,3.3581,3.569,-0.06,3.509,3.358,,2.889
CORP,5038,TA LAMAR                      ,PA,PA150     ,ALTOONA. PA                   ,14,DIESEL BIO ULTRA LS 2%        ,,5/5/2011,2.464,0.0423,0.244,0.642,0,0,0.0019,0,0.01,3.4042,3.529,-0.06,3.469,3.404,,2.849
CORP,6214,TA MILESBURG                  ,PA,PA160     ,ALTOONA. PA                   ,14,DIESEL BIO ULTRA LS 2%        ,,5/5/2011,2.464,0.0438,0.244,0.642,0,0,0.0019,0,0.01,3.4057,3.529,-0.06,3.469,3.406,,2.849
CORP,6253,TA WEST GREENWICH             ,RI,RI100     ,"PROVIDENCE,RI                 ",175,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.4509,0.045,0.244,0.32,0,0.01,0.003,0,0.01,3.0829,3.589,-0.06,3.529,3.083,,2.989
CORP,5195,TA FLORENCE                   ,SC,SC404     ,"CHARLOTTE, NC                 ",46,DIESEL BIO ULTRA LS 10%       ,,5/5/2011,2.074,0.0585,0.244,0.16,0,0.005,0.0044,0,-0.03,2.5159,2.929,-0.06,2.869,2.516,,2.849
CORP,6393,PETRO FLORENCE                ,SC,SC101     ,"CHARLOTTE, NC                 ",46,DIESEL BIO ULTRA LS 10%       ,,12/26/2012,2.074,0.0636,0.244,0.16,0,0.005,0.0044,0,0,2.551,2.929,-0.03,2.899,2.551,,2.849
CORP,213,TA MANNING                    ,SC,SC060     ,"NORTH AUGUSTA, SC             ",135,DIESEL BIO ULTRA LS 10%       ,,5/5/2011,2.1296,0.0585,0.244,0.16,0,0.005,0.0044,0,-0.04,2.5615,2.929,-0.07,2.859,2.562,,2.849
CORP,5039,TA SPARTANBURG                ,SC,SC025     ,"SPARTANBURG,SC                ",210,DIESEL BIO ULTRA LS 10%       ,,5/5/2011,2.0926,0.024,0.244,0.16,0,0.005,0.0044,0,-0.02,2.51,2.689,-0.07,2.619,2.51,,2.849
CORP,768,TA ANTIOCH                    ,TN,TN013     ,"NASHVILLE, TN                 ",460,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0952,0.0265,0.244,0.17,0,0.004,0.0119,0,0,2.5516,2.819,-0.07,2.749,2.552,,2.849
FRAN,6201,TA GREENEVILLE                ,TN,TN114     ,,,,,,,,,,,,,,,,2.939,0,2.939,2.939,,2.789
CORP,6245,TA DENMARK                    ,TN,TN161     ,"MEMPHIS, TN                   ",435,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.0294,0.0665,0.244,0.17,0,0.004,0.0119,0,0.01,2.5358,2.769,-0.06,2.709,2.536,,2.859
CORP,706,TA FRANKLIN                   ,TN,TN016     ,"NASHVILLE, TN                 ",460,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0952,0.038,0.244,0.17,0,0.004,0.0119,0,0,2.5631,2.829,-0.05,2.779,2.563,,2.849
CORP,6349,PETRO KINGSTON SPRINGS        ,TN,TN425     ,"NASHVILLE, TN                 ",460,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.0952,0.0314,0.244,0.17,0,0.004,0.0119,0,0.03,2.5865,2.779,-0.02,2.759,2.587,,2.849
FRAN,755,TA KNOXVILLE WEST             ,TN,TN466     ,,,,,,,,,,,,,,,,2.799,-0.025,2.774,2.774,,2.699
CORP,5040,TA KNOXVILLE                  ,TN,TN282     ,"KNOXVILLE, TN                 ",405,DIESEL BIO ULTRA LS 10%       ,,5/5/2011,2.1069,0.0208,0.244,0.17,0,0.004,0.0119,0,0,2.5576,2.869,-0.07,2.799,2.558,,2.849
CORP,6312,PETRO KNOXVILLE               ,TN,TN249     ,"KNOXVILLE, TN                 ",405,DIESEL BIO ULTRA LS 10%       ,,8/2/2012,2.1069,0.0231,0.244,0.17,0,0.004,0.0119,0,0.03,2.5899,2.869,-0.04,2.829,2.59,,2.849
CORP,5041,TA NASHVILLE                  ,TN,TN273     ,"NASHVILLE, TN                 ",460,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0952,0.0206,0.244,0.17,0,0.004,0.0119,0,0,2.5457,2.819,-0.05,2.769,2.546,,2.849
CORP,5073,TA AMARILLO                   ,TX,TX035     ,"AMARILLO, TX                  ",585,DIESEL BIO ULTRA LS 10%       ,,5/5/2011,2.067,0.0195,0.244,0.2,0,0,0.0033,0,-0.01,2.5238,2.859,-0.06,2.799,2.524,,2.849
CORP,6307,PETRO AMARILLO                ,TX,TX117     ,"AMARILLO, TX                  ",585,DIESEL BIO ULTRA LS 10%       ,,8/2/2012,2.067,0.0244,0.244,0.2,0,0,0.0033,0,0.02,2.5587,2.859,-0.03,2.829,2.559,,2.849
CORP,5044,TA BAYTOWN                    ,TX,XT472     ,"HOUSTON, TX                   ",680,TEX LED ULSD #2- BIO 14%      ,,5/5/2011,1.9789,0.024,0.244,0.2,0,0,0.0033,0,-0.01,2.4402,2.859,-0.06,2.799,2.44,,2.849
CORP,6304,PETRO BEAUMONT                ,TX,TX671     ,"HOUSTON, TX                   ",680,DIESEL TEX LED ULS            ,,8/2/2012,1.9789,0.0235,0.244,0.2,0,0,0.0033,0,0.02,2.4697,2.859,-0.04,2.819,2.47,,2.849
CORP,6230,TA BIG SPRING                 ,TX,XT459     ,"BIG SPRING, TX                ",612,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0205,0.0229,0.244,0.2,0,0,0.0033,0,-0.01,2.4807,2.819,-0.06,2.759,2.481,,2.849
CORP,6340,PETRO CARLS CORNER            ,TX,XT567     ,"DALLAS/SOUTHLAKE, TX          ",634,TEX LED ULSD #2 - BIO 10%     ,,5/5/2011,2.0796,0.027,0.244,0.2,0,0,0.0033,0,0,2.5539,2.879,-0.06,2.819,2.554,,2.849
CORP,5078,TA DALLAS SOUTH               ,TX,TX742     ,"DALLAS/SOUTHLAKE, TX          ",634,TEX LED ULSD #2 - BIO 10%     ,,5/5/2011,2.0796,0.0269,0.244,0.2,0,0,0.0033,0,-0.025,2.5288,2.749,-0.1,2.649,2.529,,2.849
FRAN,769,TA DENTON                     ,TX,TX063     ,,,,,,,,,,,,,,,,2.999,-0.04,2.959,2.959,,3.999
CORP,5085,TA EDINBURG                   ,TX,TX109     ,"EDINBURG, TX                  ",639,DIESEL BIO ULTRA LS 5%        ,,5/5/2011,1.9997,0.0272,0.244,0.2,0,0,0.0033,0,0,2.4742,2.819,-0.06,2.759,2.474,,2.849
CORP,6301,PETRO EL PASO                 ,TX,TX133     ,"EL PASO, TX                   ",640,DIESEL BIO ULTRA LS 10%       ,,8/2/2012,2.0484,0.0133,0.244,0.2,0,0,0.0033,0,0.02,2.529,2.859,-0.04,2.819,2.529,,2.849
CORP,6231,TA GANADO                     ,TX,XT464     ,"VICTORIA/PLACEDO, TX          ",762,DIESEL TEX LED ULS            ,,5/5/2011,2.0148,0.0318,0.244,0.2,0,0,0.0033,0,0,2.4939,2.899,-0.05,2.849,2.494,,2.849
CORP,6153,TA LAREDO                     ,TX,XT265     ,"LAREDO, TX                    ",693,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0358,0.0505,0.244,0.2,0,0,0.0033,0,0,2.5336,2.859,-0.05,2.809,2.534,,2.849
CORP,6232,TA NEW BRAUNFELS              ,TX,XT467     ,"SAN ANTONIO, TX               ",740,TEX LED ULSD #2- BIO 14%      ,,5/5/2011,1.9874,0.0275,0.244,0.2,0,0,0.0033,0,0,2.4622,2.879,-0.05,2.829,2.462,,2.849
CORP,6394,PETRO PEARSALL                ,TX,TE100     ,"SAN ANTONIO, TX               ",740,DIESEL BIO ULTRA LS 14%       ,,10/21/2013,1.9916,0.047,0.244,0.2,0,0,0.0033,0,0.03,2.5159,2.879,-0.02,2.859,2.516,,2.799
CORP,729,TA ROCKWALL                   ,TX,TX027     ,"DALLAS/METRO, TX              ",630,TEX LED ULSD #2 - BIO 10%     ,,5/5/2011,2.0256,0.0309,0.244,0.2,0,0,0.0033,0,0,2.5038,2.869,-0.09,2.779,2.504,,2.849
CORP,5076,TA SAN ANTONIO                ,TX,TX418     ,"SAN ANTONIO, TX               ",740,TEX LED ULSD #2- BIO 14%      ,,5/5/2011,1.9874,0.028,0.244,0.2,0,0,0.0033,0,0,2.4627,2.879,-0.05,2.829,2.463,,2.849
CORP,6305,PETRO SAN ANTONIO             ,TX,XT180     ,"SAN ANTONIO, TX               ",740,TEX LED ULSD #2- BIO 14%      ,,8/2/2012,1.9874,0.028,0.244,0.2,0,0,0.0033,0,0.03,2.4927,2.879,-0.02,2.859,2.493,,2.849
FRAN,713,TA SWEETWATER                 ,TX,TX285     ,"ABILENE, TX                   ",575,DIESEL ULTRA LOW SULFUR       ,,5/21/2009,2.0434,0.0525,0.244,0.2,0,0,0.0033,0,0.04,2.5832,2.799,0,2.799,2.583,,2.849
CORP,6233,TA TERRELL                    ,TX,XT470     ,"DALLAS/SOUTHLAKE, TX          ",634,TEX LED ULSD #2 - BIO 10%     ,,5/5/2011,2.0796,0.0316,0.244,0.2,0,0,0.0033,0,0,2.5585,2.739,-0.05,2.689,2.559,,2.849
CORP,6350,PETRO VINTON                  ,TX,TX116     ,"EL PASO, TX                   ",640,DIESEL BIO ULTRA LS 10%       ,,8/2/2012,2.0484,0.0165,0.244,0.2,0,0,0.0033,0,0.02,2.5322,2.859,-0.04,2.819,2.532,,2.849
CORP,6302,PETRO WEATHERFORD             ,TX,TX451     ,"DALLAS/SOUTHLAKE, TX          ",634,TEX LED ULSD #2 - BIO 10%     ,,2/18/2011,2.0796,0.0405,0.244,0.2,0,0,0.0033,0,0.02,2.5874,2.799,-0.04,2.759,2.587,,2.849
CORP,5064,TA PAROWAN                    ,UT,UT251     ,"LAS VEGAS, NV                 ",910,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.1007,0.0909,0.244,0.245,0,0.0065,0.0019,0,0,2.689,2.899,-0.05,2.849,2.689,,2.799
CORP,425,TA TOOELE                     ,UT,UT179     ,"SALT LAKE CITY, UT            ",835,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0687,0.0227,0.244,0.245,0,0.0065,0.0019,0,0,2.5888,2.799,-0.065,2.734,2.589,,2.999
CORP,210,TA RICHMOND                   ,VA,VA030     ,"RICHMOND, VA                  ",180,DIESEL BIO ULTRA LS 10%       ,,5/5/2011,2.0978,0.0345,0.244,0.202,0,0.006,0.0019,0,-0.03,2.5562,2.769,-0.1,2.669,2.556,,2.849
CORP,5045,TA ASHLAND                    ,VA,VA049     ,"RICHMOND, VA                  ",180,DIESEL BIO ULTRA LS 10%       ,,5/5/2011,2.0978,0.0234,0.244,0.202,0,0.006,0.0019,0,-0.02,2.5551,2.769,-0.08,2.689,2.555,,2.849
FRAN,6372,PETRO GLADE SPRING            ,VA,VA508     ,,,,,,,,,,,,,,,,2.859,0,2.859,2.859,,2.799
FRAN,6202,TA LEXINGTON                  ,VA,VA244     ,"ROANOKE, VA                   ",185,DIESEL ULTRA LOW SULFUR       ,,12/27/2011,2.078,0.045,0.244,0.202,0,0.006,0.0019,0,0.035,2.6119,2.839,0,2.839,2.612,,2.799
FRAN,6396,PETRO RAPHINE                 ,VA,VA262     ,"ROANOKE, VA                   ",185,DIESEL ULTRA LOW SULFUR       ,,6/29/2011,2.078,0.045,0.244,0.202,0,0.006,0.0019,0,0.035,2.6119,2.839,0,2.839,2.612,,2.799
CORP,217,TA WYTHEVILLE                 ,VA,VA005     ,"ROANOKE, VA                   ",185,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.078,0.0526,0.244,0.202,0,0.006,0.0019,0,0,2.5845,2.889,-0.065,2.824,2.585,,2.849
CORP,5087,TA SEATTLE EAST               ,WA,WA015     ,SEATTLE WA                    ,962,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0679,0.0467,0.244,0.375,0.0166,0.001,0.0019,0,0.01,2.7631,3.469,-0.14,3.329,2.763,,2.969
CORP,6339,PETRO SPOKANE                 ,WA,WA119     ,"SPOKANE, WA                   ",970,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.1273,0.0229,0.244,0.375,0.0169,0.001,0.0019,0,0.02,2.809,3.509,-0.04,3.469,2.809,,2.919
CORP,307,TA MADISON                    ,WI,WI043     ,"MADISON, WI                   ",420,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0558,0.022,0.244,0.309,0,0.02,0.0019,0,0,2.6527,2.979,-0.05,2.929,2.653,,2.859
CORP,504,TA HUDSON                     ,WI,WI102     ,"ST. PAUL / ASHLAND, MN        ",450,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,1.9934,0.0282,0.244,0.309,0,0.02,0.0019,0,0,2.5965,3.029,-0.05,2.979,2.597,,2.959
FRAN,5048,TA JANESVILLE                 ,WI,WI187     ,"MADISON, WI                   ",420,DIESEL ULTRA LOW SULFUR       ,,5/21/2009,2.0558,0.027,0.244,0.309,0,0.02,0.0019,0,0.04,2.6977,2.939,0,2.939,2.698,,2.799
FRAN,6353,PETRO PORTAGE                 ,WI,WI122     ,,,,,,,,,,,,,,,,2.969,-0.02,2.949,2.949,,2.799
FRAN,6368,PETRO RACINE                  ,WI,WI374     ,,,,,,,,,,,,,,,,2.939,-0.02,2.919,2.919,,2.799
CORP,198,TA HURRICANE                  ,WV,WV050     ,"ASHLAND, KY                   ",255,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0835,0.0345,0.244,0.346,0,0,0.0019,0,0,2.7099,3.049,-0.13,2.919,2.71,,2.849
CORP,5047,TA WHEELING                   ,WV,WV299     ,"PITTSBURGH, PA                ",165,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.387,0.0393,0.244,0.346,0,0,0.0019,0,0,3.0182,3.599,-0.11,3.489,3.018,,2.949
CORP,5065,TA CHEYENNE                   ,WY,WY115     ,"CHEYENNE, WY                  ",795,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.1114,0.0183,0.244,0.23,0,0.01,0.0019,0,0,2.6156,2.739,-0.08,2.659,2.616,,2.869
CORP,5067,TA FT BRIDGER                 ,WY,WY116     ,"SALT LAKE CITY, UT            ",835,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.0687,0.0579,0.244,0.23,0,0.01,0.0019,0,0,2.6125,2.919,-0.08,2.839,2.613,,2.869
CORP,6303,PETRO LARAMIE                 ,WY,WY314     ,"CHEYENNE, WY                  ",795,DIESEL ULTRA LOW SULFUR       ,,8/2/2012,2.1114,0.0364,0.244,0.23,0,0.01,0.0019,0,0.02,2.6537,2.739,-0.04,2.699,2.654,,2.869
CORP,6234,TA RAWLINS                    ,WY,WY101     ,"CHEYENNE, WY                  ",795,DIESEL ULTRA LOW SULFUR       ,,5/5/2011,2.1114,0.0174,0.244,0.23,0,0.01,0.0019,0,0,2.6147,2.959,-0.07,2.889,2.615,,2.869
